file_idx,file_number,detail,budget,company,materials,title,description,content
123,02- (25),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
124,02- (26),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
125,02- (27),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Base (블록,덩어리)","EFEM 상부 전장 박스 레이아웃 Base (블록,덩어리) EFEM Top Electrical Enclosure BOX Layout"
126,02- (28),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Base (블록,덩어리)","EFEM 상부 전장 박스 레이아웃 Base (블록,덩어리) EFEM Top Electrical Enclosure BOX Layout"
127,02- (29),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Base (블록,덩어리)","EFEM 상부 전장 박스 레이아웃 Base (블록,덩어리) EFEM Top Electrical Enclosure BOX Layout"
128,02- (30),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Base (블록,덩어리)","EFEM 상부 전장 박스 레이아웃 Base (블록,덩어리) EFEM Top Electrical Enclosure BOX Layout"
129,02- (31),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Base (블록,덩어리)","EFEM 상부 전장 박스 레이아웃 Base (블록,덩어리) EFEM Top Electrical Enclosure BOX Layout"
130,02- (32),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Base (블록,덩어리)","EFEM 상부 전장 박스 레이아웃 Base (블록,덩어리) EFEM Top Electrical Enclosure BOX Layout"
131,02- (33),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Base (블록,덩어리)","EFEM 상부 전장 박스 레이아웃 Base (블록,덩어리) EFEM Top Electrical Enclosure BOX Layout"
132,02- (34),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Base (블록,덩어리)","EFEM 상부 전장 박스 레이아웃 Base (블록,덩어리) EFEM Top Electrical Enclosure BOX Layout"
133,02- (35),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Base (블록,덩어리)","EFEM 상부 전장 박스 레이아웃 Base (블록,덩어리) EFEM Top Electrical Enclosure BOX Layout"
134,02- (36),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
135,02- (37),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
136,02- (38),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
137,02- (39),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
138,02- (40),Component,0.00,Robostar,Tefron,EFEM 상부 전장 BOX Layout,"Plate (플레이트, 판재)","EFEM 상부 전장 박스 레이아웃 Plate (플레이트, 판재) EFEM Top Electrical Enclosure BOX Layout"
139,02- (41),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
140,02- (42),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
141,02- (43),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
142,02- (44),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
143,02- (45),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
144,02- (46),Component,0.00,Robostar,etc,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
145,02- (47),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
146,02- (48),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
147,02- (49),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
148,02- (50),Assembly,0.00,Robostar,Ass'Y,EFEM 상부 전장 BOX Layout,Assembly (조립품),EFEM 상부 전장 박스 레이아웃 Assembly (조립품) EFEM Top Electrical Enclosure BOX Layout
149,02- (51),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
150,02- (52),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
151,02- (53),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
152,02- (54),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
153,02- (55),Assembly,0.00,Robostar,Ass'Y,EFEM 상부 전장 BOX Layout,Assembly (조립품),EFEM 상부 전장 박스 레이아웃 Assembly (조립품) EFEM Top Electrical Enclosure BOX Layout
154,02- (56),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
155,02- (57),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
156,02- (58),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
157,02- (59),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
158,02- (60),Assembly,0.00,Robostar,Ass'Y,EFEM 상부 전장 BOX Layout,Assembly (조립품),EFEM 상부 전장 박스 레이아웃 Assembly (조립품) EFEM Top Electrical Enclosure BOX Layout
159,02- (61),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
160,02- (62),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
161,02- (63),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
162,02- (64),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
163,02- (65),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
164,02- (66),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
165,02- (67),Assembly,0.00,Robostar,Ass'Y,EFEM 상부 전장 BOX Layout,Assembly (조립품),EFEM 상부 전장 박스 레이아웃 Assembly (조립품) EFEM Top Electrical Enclosure BOX Layout
166,02- (68),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Base (블록,덩어리)","EFEM 상부 전장 박스 레이아웃 Base (블록,덩어리) EFEM Top Electrical Enclosure BOX Layout"
167,02- (69),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
168,02- (70),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
169,02- (71),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
170,02- (72),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
171,02- (73),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
172,02- (74),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
173,02- (75),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
174,02- (76),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
175,02- (77),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
176,02- (78),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Frame (프레임, 골격, 틀)","EFEM 상부 전장 박스 레이아웃 Frame (프레임, 골격, 틀) EFEM Top Electrical Enclosure BOX Layout"
177,02- (79),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Bracket (브라켓, 지지대)","EFEM 상부 전장 박스 레이아웃 Bracket (브라켓, 지지대) EFEM Top Electrical Enclosure BOX Layout"
178,02- (80),Component,"4,000.00",Robostar,ESD PC,EFEM 상부 전장 BOX Layout,"Door (문)/Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Door (문)/Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
179,02- (81),Component,"4,000.00",Robostar,ESD PC,EFEM 상부 전장 BOX Layout,"Door (문)/Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Door (문)/Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
180,02- (82),Component,"12,000.00",Robostar,ESD PC,EFEM 상부 전장 BOX Layout,"Plate (플레이트, 판재)","EFEM 상부 전장 박스 레이아웃 Plate (플레이트, 판재) EFEM Top Electrical Enclosure BOX Layout"
181,02- (83),Component,"12,000.00",Robostar,ESD PC,EFEM 상부 전장 BOX Layout,"Plate (플레이트, 판재)","EFEM 상부 전장 박스 레이아웃 Plate (플레이트, 판재) EFEM Top Electrical Enclosure BOX Layout"
182,02- (84),Assembly,0.00,Robostar,Ass'Y,EFEM 상부 전장 BOX Layout,Assembly (조립품),EFEM 상부 전장 박스 레이아웃 Assembly (조립품) EFEM Top Electrical Enclosure BOX Layout
183,02- (85),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Plate (플레이트, 판재)","EFEM 상부 전장 박스 레이아웃 Plate (플레이트, 판재) EFEM Top Electrical Enclosure BOX Layout"
184,02- (86),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Plate (플레이트, 판재)","EFEM 상부 전장 박스 레이아웃 Plate (플레이트, 판재) EFEM Top Electrical Enclosure BOX Layout"
185,02- (87),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Plate (플레이트, 판재)","EFEM 상부 전장 박스 레이아웃 Plate (플레이트, 판재) EFEM Top Electrical Enclosure BOX Layout"
186,02- (88),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
187,02- (89),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
188,02- (90),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
189,02- (91),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
190,02- (92),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
191,02- (93),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
192,02- (94),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
193,02- (95),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
194,02- (96),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
195,02- (97),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
196,02- (98),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
197,02- (99),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Bracket (브라켓, 지지대)","EFEM 상부 전장 박스 레이아웃 Bracket (브라켓, 지지대) EFEM Top Electrical Enclosure BOX Layout"
198,02- (100),Component,0.00,Robostar,ESD PC,EFEM 상부 전장 BOX Layout,"Door (문)/Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Door (문)/Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
199,03- (1),Component,0.00,Robostar,Stainless Steels,EFEM 상부 전장 BOX Layout,"Plate (플레이트, 판재)","EFEM 상부 전장 박스 레이아웃 Plate (플레이트, 판재) EFEM Top Electrical Enclosure BOX Layout"
200,03- (2),Component,"3,000.00",Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Door (문)/Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Door (문)/Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
201,,,0.00,,,,,  
202,03- (4),Component,"6,000.00",Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Plate (플레이트, 판재)","EFEM 상부 전장 박스 레이아웃 Plate (플레이트, 판재) EFEM Top Electrical Enclosure BOX Layout"
